MWB,REDU
103491|Quercus miyagii,103491|Quercus miyagii
103529|Phlox drummondii,103529|Phlox drummondii
1035309|Ceratocystis fimbriata,1035309|Ceratocystis fimbriata
103544|Phlox subulata,103544|Phlox subulata
1035550|Brunfelsia grandiflora,1035550|Brunfelsia grandiflora
1035560|Euphorbia fischeriana,1035560|Euphorbia fischeriana
1035635|Epichloe glyceriae,1035635|Epichloe glyceriae
1035643|Tsitsikamma favus,1035643|Tsitsikamma favus
1035807|Hemerocallis thunbergii,1035807|Hemerocallis thunbergii
1035809|Hosta longipes,1035809|Hosta longipes
1035812|Hypoxis aurea,1035812|Hypoxis aurea
103582|Cephalorhynchus commersonii,103582|Cephalorhynchus commersonii
103588|Lissodelphis borealis,103588|Lissodelphis borealis
1035881|Pandanus boninensis,1035881|Pandanus boninensis
103590|Stenella frontalis,103590|Stenella frontalis
103592|Feresa attenuata,103592|Feresa attenuata
103600|Sousa chinensis,103600|Sousa chinensis
1036189|Ramalina polymorpha,1036189|Ramalina polymorpha
1036253|Chaetomium subaffine,1036253|Chaetomium subaffine
1036254|Chaetomium madrasense,1036254|Chaetomium madrasense
1036259|Chaetomium megalocarpum,1036259|Chaetomium megalocarpum
1036264|Chaetomium carinthiacum,1036264|Chaetomium carinthiacum
1036288|Chelidonium,1036288|Chelidonium
103651|Melanoplus packardii,103651|Melanoplus packardii
1036588|Glochidion lanceolarium,1036588|Glochidion lanceolarium
1036610|Aspergillus sojae,1036610|Aspergillus sojae
1036611|Aspergillus versicolor,1036611|Aspergillus versicolor
1036612|Aspergillus sydowii,1036612|Aspergillus sydowii
1036719|Verticillium,1036719|Verticillium
1036731|Streptomyces banglaensis,1036731|Streptomyces banglaensis
1036732|Sarocladium zeae,1036732|Sarocladium zeae
1036736|Acremonium camptosporum,1036736|Acremonium camptosporum
1036750|Gliomastix murorum,1036750|Gliomastix murorum
1036759|Xenoacremonium recifei,1036759|Xenoacremonium recifei
1036761|Claviceps fusiformis,1036761|Claviceps fusiformis
1036762|Epichloe brachyelytri,1036762|Epichloe brachyelytri
1036765|Acremonium sordidulum,1036765|Acremonium sordidulum
1036770|Acremonium vitellinum,1036770|Acremonium vitellinum
1036808|Scleroderma citrinum,1036808|Scleroderma citrinum
103694|Intellagama lesueurii,103694|Intellagama lesueurii
103695|Pogona vitticeps,103695|Pogona vitticeps
103696|Stellagama stellio,103696|Stellagama stellio
103697|Uromastyx aegyptia,103697|Uromastyx aegyptia
103699|Chlamydosaurus kingii,103699|Chlamydosaurus kingii
1037036|Iris milesii,1037036|Iris milesii
1037067|Constantinea simplex,1037067|Constantinea simplex
103712|Bostrychia bispora,103712|Bostrychia bispora
103713|Bostrychia moritziana,103713|Bostrychia moritziana
103714|Bostrychia radicans,103714|Bostrychia radicans
103715|Hippocampus kuda,103715|Hippocampus kuda
103721|Actinosynnema pretiosum,103721|Actinosynnema pretiosum
103732|Lechevalieria flava,103732|Lechevalieria flava
1037326|Amsinckia tessellata,1037326|Amsinckia tessellata
103733|Saccharothrix syringae,103733|Saccharothrix syringae
1037421|Premna odorata,1037421|Premna odorata
1037428|Alstonia vitiensis,1037428|Alstonia vitiensis
103743|Austroeupatorium,103743|Austroeupatorium
1037430|Cassinopsis madagascariensis,1037430|Cassinopsis madagascariensis
1037433|Evolvulus pilosus,1037433|Evolvulus pilosus
1037435|Kopsia pauciflora,1037435|Kopsia pauciflora
103744|Austroeupatorium inulifolium,103744|Austroeupatorium inulifolium
103745|Chromolaena odorata,103745|Chromolaena odorata
103746|Eupatorium compositifolium,103746|Eupatorium compositifolium
1037460|Parnassia asarifolia,1037460|Parnassia asarifolia
1037479|Parnassia wightiana,1037479|Parnassia wightiana
103749|Eupatorium formosanum,103749|Eupatorium formosanum
103750|Eupatorium glehni,103750|Eupatorium glehni
103751|Eupatorium japonicum,103751|Eupatorium japonicum
103752|Eupatorium leptophyllum,103752|Eupatorium leptophyllum
103753|Eupatorium lindleyanum,103753|Eupatorium lindleyanum
1037531|Periglandula ipomoeae,1037531|Periglandula ipomoeae
103755|Eupatorium semiserratum,103755|Eupatorium semiserratum
103756|Eupatorium serotinum,103756|Eupatorium serotinum
103757|Eupatorium tashiroi,103757|Eupatorium tashiroi
103766|Aphelandra squarrosa,103766|Aphelandra squarrosa
1037789|Strychnos axillaris,1037789|Strychnos axillaris
1037790|Strychnos ignatii,1037790|Strychnos ignatii
1037791|Strychnos nux-blanda,1037791|Strychnos nux-blanda
1037973|Curculigo pilosa,1037973|Curculigo pilosa
1037978|Curculigo sinensis,1037978|Curculigo sinensis
1037984|Hypoxis angustifolia,1037984|Hypoxis angustifolia
1037987|Hypoxis decumbens,1037987|Hypoxis decumbens
103823|Neonotonia wightii,103823|Neonotonia wightii
103837|Nonomuraea roseoviolacea,103837|Nonomuraea roseoviolacea
103838|Nonomuraea turkmeniaca,103838|Nonomuraea turkmeniaca
1038400|Parasa lepida,1038400|Parasa lepida
1038467|Anredera baselloides,1038467|Anredera baselloides
1038472|Coryphantha radians,1038472|Coryphantha radians
1038661|Hypoxis filiformis,1038661|Hypoxis filiformis
103871|Solanum acaule,103871|Solanum acaule
103886|Chaetosphaeriaceae,103886|Chaetosphaeriaceae
1038921|Pseudomonas chlororaphis,1038921|Pseudomonas chlororaphis
1038929|Streptomyces xinghaiensis,1038929|Streptomyces xinghaiensis
103954|Corythaeola cristata,103954|Corythaeola cristata
103959|Musophaga violacea,103959|Musophaga violacea
103962|Actinostrobus acuminatus,103962|Actinostrobus acuminatus
103964|Austrocedrus chilensis,103964|Austrocedrus chilensis
103965|Calocedrus macrolepis,103965|Calocedrus macrolepis
103966|Cupressus duclouxiana,103966|Cupressus duclouxiana
103967|Hesperocyparis goveniana,103967|Hesperocyparis goveniana
103968|Hesperocyparis lusitanica,103968|Hesperocyparis lusitanica
103972|Fitzroya cupressoides,103972|Fitzroya cupressoides
103973|Juniperus drupacea,103973|Juniperus drupacea
103974|Libocedrus bidwillii,103974|Libocedrus bidwillii
103975|Libocedrus yateensis,103975|Libocedrus yateensis
103977|Papuacedrus papuana,103977|Papuacedrus papuana
103979|Pilgerodendron uviferum,103979|Pilgerodendron uviferum
103991|Adenophora remotiflora,103991|Adenophora remotiflora
103998|Codonopsis tubulosa,103998|Codonopsis tubulosa
103999|Codonopsis lanceolata,103999|Codonopsis lanceolata
104004|Melocanna,104004|Melocanna
104005|Melocanna baccifera,104005|Melocanna baccifera
104009|Widdringtonia schwarzii,104009|Widdringtonia schwarzii
104041|Incisitermes immigrans,104041|Incisitermes immigrans
104062|Limnodynastes convexiusculus,104062|Limnodynastes convexiusculus
1040627|Candida albicans,1040627|Candida albicans
1040642|Carya aquatica,1040642|Carya aquatica
1040647|Erythroxylum areolatum,1040647|Erythroxylum areolatum
1040649|Tyromyces fissilis,1040649|Tyromyces fissilis
104065|Limnodynastes dumerilii,104065|Limnodynastes dumerilii
1040842|Gardneria multiflora,1040842|Gardneria multiflora
1040854|Strychnos aculeata,1040854|Strychnos aculeata
1040855|Strychnos afzelii,1040855|Strychnos afzelii
1040856|Strychnos angolensis,1040856|Strychnos angolensis
1040857|Strychnos angustiflora,1040857|Strychnos angustiflora
1040860|Strychnos atlantica,1040860|Strychnos atlantica
1040861|Strychnos barteri,1040861|Strychnos barteri
1040865|Strychnos brasiliensis,1040865|Strychnos brasiliensis
1040867|Strychnos camptoneura,1040867|Strychnos camptoneura
1040868|Strychnos chlorantha,1040868|Strychnos chlorantha
1040869|Strychnos chrysophylla,1040869|Strychnos chrysophylla
104087|Pseudomonas frederiksbergensis,104087|Pseudomonas frederiksbergensis
1040870|Strychnos cocculoides,1040870|Strychnos cocculoides
1040876|Strychnos dale,1040876|Strychnos dale
1040878|Strychnos dinklagei,1040878|Strychnos dinklagei
1040879|Strychnos diplotricha,1040879|Strychnos diplotricha
1040881|Strychnos elaeocarpa,1040881|Strychnos elaeocarpa
1040884|Strychnos fendleri,1040884|Strychnos fendleri
1040885|Strychnos floribunda,1040885|Strychnos floribunda
1040886|Strychnos guianensis,1040886|Strychnos guianensis
1040887|Strychnos henningsii,1040887|Strychnos henningsii
1040888|Strychnos hirsuta,1040888|Strychnos hirsuta
1040889|Strychnos icaja,1040889|Strychnos icaja
1040890|Strychnos innocua,1040890|Strychnos innocua
1040891|Strychnos jobertiana,1040891|Strychnos jobertiana
1040892|Strychnos johnsonii,1040892|Strychnos johnsonii
1040894|Strychnos lucens,1040894|Strychnos lucens
1040895|Strychnos malacoclados,1040895|Strychnos malacoclados
1040897|Strychnos matopensis,1040897|Strychnos matopensis
1040898|Strychnos mattogrossensis,1040898|Strychnos mattogrossensis
1040899|Strychnos medeola,1040899|Strychnos medeola
1040900|Strychnos melinoniana,1040900|Strychnos melinoniana
1040902|Strychnos mitis,1040902|Strychnos mitis
1040903|Strychnos mitscherlichii,1040903|Strychnos mitscherlichii
1040904|Strychnos mostueoides,1040904|Strychnos mostueoides
1040905|Strychnos myrtoides,1040905|Strychnos myrtoides
1040906|Strychnos ngouniensis,1040906|Strychnos ngouniensis
1040910|Strychnos panamensis,1040910|Strychnos panamensis
1040911|Strychnos panganensis,1040911|Strychnos panganensis
1040913|Strychnos parvifolia,1040913|Strychnos parvifolia
1040914|Strychnos peckii,1040914|Strychnos peckii
1040919|Strychnos pseudoquina,1040919|Strychnos pseudoquina
1040922|Strychnos rubiginosa,1040922|Strychnos rubiginosa
1040924|Strychnos scheffleri,1040924|Strychnos scheffleri
1040927|Strychnos solimoesana,1040927|Strychnos solimoesana
1040928|Strychnos soubrensis,1040928|Strychnos soubrensis
1040930|Strychnos splendens,1040930|Strychnos splendens
1040931|Strychnos staudtii,1040931|Strychnos staudtii
1040932|Strychnos tabascana,1040932|Strychnos tabascana
1040935|Strychnos toxifera,1040935|Strychnos toxifera
1040936|Strychnos tricalysioides,1040936|Strychnos tricalysioides
1040939|Strychnos umbellata,1040939|Strychnos umbellata
1040942|Strychnos wallichiana,1040942|Strychnos wallichiana
1040943|Strychnos xantha,1040943|Strychnos xantha
1040982|Mesorhizobium loti,1040982|Mesorhizobium loti
1041|Erythrobacter,1041|Erythrobacter
104103|Scenedesmus acutus,104103|Scenedesmus acutus
1041030|Echinodorus macrophyllus,1041030|Echinodorus macrophyllus
1041103|Taraxacum coreanum,1041103|Taraxacum coreanum
1041618|Cryptocarya latifolia,1041618|Cryptocarya latifolia
104167|Penicillium piscarium,104167|Penicillium piscarium
1041826|Flavobacterium columnare,1041826|Flavobacterium columnare
104198|Cantharellus lutescens,104198|Cantharellus lutescens
104204|Streptomonospora,104204|Streptomonospora
104205|Streptomonospora salina,104205|Streptomonospora salina
104212|Clavulinopsis fusiformis,104212|Clavulinopsis fusiformis
1042136|Syzygium antisepticum,1042136|Syzygium antisepticum
1042139|Syzygium grande,1042139|Syzygium grande
1042160|Lactobacillus pentosus,1042160|Lactobacillus pentosus
1042217|Vicia epetiolaris,1042217|Vicia epetiolaris
1042225|Vicia orobus,1042225|Vicia orobus
1042229|Vicia tenuifolia,1042229|Vicia tenuifolia
104224|Hygrocybe conica,104224|Hygrocybe conica
104226|Hygrophorus eburneus,104226|Hygrophorus eburneus
1042311|Trichoderma asperellum,1042311|Trichoderma asperellum
104235|Ramaria formosa,104235|Ramaria formosa
104239|Pterula,104239|Pterula
1042404|Streptococcus thermophilus,1042404|Streptococcus thermophilus
1042414|Pimpinella thellungiana,1042414|Pimpinella thellungiana
1042474|Astragalus caprinus,1042474|Astragalus caprinus
1042494|Astragalus ponticus,1042494|Astragalus ponticus
104250|Candelaria concolor,104250|Candelaria concolor
1042505|Scrophularia deserti,1042505|Scrophularia deserti
104251|Viscum cruciatum,104251|Viscum cruciatum
1042512|Scrophularia leucoclada,1042512|Scrophularia leucoclada
1042522|Scrophularia variegata,1042522|Scrophularia variegata
1042526|Verbascum sinuatum,1042526|Verbascum sinuatum
104253|Viscum album,104253|Viscum album
104256|Ionopsidium acaule,104256|Ionopsidium acaule
104257|Glycyrrhiza macedonica,104257|Glycyrrhiza macedonica
104260|Penicillium paraherquei,104260|Penicillium paraherquei
104261|Penicillium pulvillorum,104261|Penicillium pulvillorum
104267|Tenacibaculum,104267|Tenacibaculum
104268|Tenacibaculum mesophilum,104268|Tenacibaculum mesophilum
104276|Pleopeltis angusta,104276|Pleopeltis angusta
1042816|Trinervitermes oeconomus,1042816|Trinervitermes oeconomus
104286|Polypodium californicum,104286|Polypodium californicum
1042878|Cupriavidus necator,1042878|Cupriavidus necator
1042984|Streptomyces zagrosensis,1042984|Streptomyces zagrosensis
104301|Staphisagria macrosperma,104301|Staphisagria macrosperma
104311|Apoplanesia paniculata,104311|Apoplanesia paniculata
104316|Poecilanthe parviflora,104316|Poecilanthe parviflora
1043166|Heliocidaris crassispina,1043166|Heliocidaris crassispina
104317|Pterodon,104317|Pterodon
104318|Pterodon pubescens,104318|Pterodon pubescens
104319|Eysenhardtia,104319|Eysenhardtia
1043205|Serinicoccus profundi,1043205|Serinicoccus profundi
104328|Podolepis canescens,104328|Podolepis canescens
1043339|Poa sphondylodes,1043339|Poa sphondylodes
104334|Aseroe arachnoidea,104334|Aseroe arachnoidea
1043340|Sasa quelpaertensis,1043340|Sasa quelpaertensis
1043412|Grindelia integrifolia,1043412|Grindelia integrifolia
1043415|Heterosmilax yunnanensis,1043415|Heterosmilax yunnanensis
1043417|Hypericum elodeoides,1043417|Hypericum elodeoides
1043418|Hypericum przewalskii,1043418|Hypericum przewalskii
1043419|Ilex chinensis,1043419|Ilex chinensis
1043421|Ilex hainanensis,1043421|Ilex hainanensis
1043444|Lonicera webbiana,1043444|Lonicera webbiana
1043457|Lysimachia patungensis,1043457|Lysimachia patungensis
1043496|Mussaenda frondosa,1043496|Mussaenda frondosa
104350|Crepidotaceae,104350|Crepidotaceae
1043500|Mussaenda macrophylla,1043500|Mussaenda macrophylla
1043526|Pedicularis decora,1043526|Pedicularis decora
104355|Gloeophyllum trabeum,104355|Gloeophyllum trabeum
1043559|Pedicularis tricolor,1043559|Pedicularis tricolor
104357|Hohenbuehelia grisea,104357|Hohenbuehelia grisea
1043700|Peucedanum medicum,1043700|Peucedanum medicum
1043716|Ulmus macrocarpa,1043716|Ulmus macrocarpa
104385|Ruditapes decussatus,104385|Ruditapes decussatus
104397|Epicoccum,104397|Epicoccum
1044|Erythrobacter longus,1044|Erythrobacter longus
104422|Camponotus pennsylvanicus,104422|Camponotus pennsylvanicus
104448|Idaea biselata,104448|Idaea biselata
104451|Operophtera,104451|Operophtera
104452|Operophtera brumata,104452|Operophtera brumata
104469|Colotois,104469|Colotois
104473|Erannis,104473|Erannis
104474|Erannis defoliaria,104474|Erannis defoliaria
104476|Agriopis aurantiaria,104476|Agriopis aurantiaria
104490|Bupalus piniaria,104490|Bupalus piniaria
1044906|Pinus densiflora densiflora,1044906|Pinus densiflora densiflora
1044909|Pleurospermum giraldii,1044909|Pleurospermum giraldii
1044925|Pyracantha crenulata,1044925|Pyracantha crenulata
1044948|Rhododendron calostrotum,1044948|Rhododendron calostrotum
1044951|Rhododendron cinnabarinum,1044951|Rhododendron cinnabarinum
1044962|Rhododendron lepidotum,1044962|Rhododendron lepidotum
1044964|Rhododendron microphyton,1044964|Rhododendron microphyton
1044967|Rhododendron nivale,1044967|Rhododendron nivale
1044996|Rhododendron yunnanense,1044996|Rhododendron yunnanense
1044997|Rhododendron zaleucum,1044997|Rhododendron zaleucum
104506|Euphydryas cynthia,104506|Euphydryas cynthia
1045114|Sambucus chinensis,1045114|Sambucus chinensis
1045115|Silene firma,1045115|Silene firma
1045134|Smilax bracteata,1045134|Smilax bracteata
1045139|Smilax corbularia,1045139|Smilax corbularia
1045146|Smilax glaucochina,1045146|Smilax glaucochina
1045152|Smilax lebrunii,1045152|Smilax lebrunii
1045158|Smilax menispermoidea,1045158|Smilax menispermoidea
1045160|Smilax microphylla,1045160|Smilax microphylla
1045167|Smilax perfoliata,1045167|Smilax perfoliata
1045170|Smilax trinervula,1045170|Smilax trinervula
1045171|Smilax zeylanica,1045171|Smilax zeylanica
1045175|Solanum spirale,1045175|Solanum spirale
1045177|Sorbaria sorbifolia stellipila,1045177|Sorbaria sorbifolia stellipila
1045179|Tacca subflabellata,1045179|Tacca subflabellata
1045194|Viburnum fordiae,1045194|Viburnum fordiae
1045197|Zygophyllum obliquum,1045197|Zygophyllum obliquum
1045217|Abies georgei,1045217|Abies georgei
1045218|Abies recurvata,1045218|Abies recurvata
1045220|Abies squamata,1045220|Abies squamata
1045222|Aconitum barbatum,1045222|Aconitum barbatum
1045223|Aconitum barbatum puberulum,1045223|Aconitum barbatum puberulum
1045225|Aconitum monticola,1045225|Aconitum monticola
1045226|Aconitum umbrosum,1045226|Aconitum umbrosum
1045228|Alpinia platychilus,1045228|Alpinia platychilus
1045245|Begonia fagifolia,1045245|Begonia fagifolia
1045279|Rohdea wattii,1045279|Rohdea wattii
1045282|Castanopsis lamontii,1045282|Castanopsis lamontii
1045287|Cipadessa cinerascens,1045287|Cipadessa cinerascens
1045288|Commelina paludosa,1045288|Commelina paludosa
1045302|Delphinium kamaonense,1045302|Delphinium kamaonense
1045304|Delphinium omeiense,1045304|Delphinium omeiense
1045305|Delphinium delavayi pogonanthum,1045305|Delphinium delavayi pogonanthum
1045306|Delphinium potaninii,1045306|Delphinium potaninii
1045311|Delphinium taliense,1045311|Delphinium taliense
1045312|Delphinium tatsienense,1045312|Delphinium tatsienense
1045314|Delphinium tongolense,1045314|Delphinium tongolense
1045315|Delphinium trichophorum,1045315|Delphinium trichophorum
104535|Uronema,104535|Uronema
1045350|Hedyotis caudatifolia,1045350|Hedyotis caudatifolia
